Name,State,County,School_district,Total,pop_spanish,pop_french,pop_slavic,pop_arabic,pop_chinese,pop_korean,pop_unspecified,Eng_only,Eng_only_per,Dual_language,Dual_language_per,Eng_limited_ability,Eng_limited_ability_per,object_id,TARGET_FID,Geographic_Identifier___FIPS_Code,Shape_Length,Shape_Area,pop_indo_european,pop_asian,sch_arabic,sch_chinese,sch_french,sch_indo_european,sch_korean,sch_other,sch_slavic,sch_spanish,sch_asian,sch_unspecified,largest_language,largest_value,largest_per,prop_spanish,prop_french,prop_indo_european,prop_slavic,prop_arabic,prop_chinese,prop_korean,prop_asian,prop_unspecified,most_school,most_value,prop_lower_language_nan,prop_lower_value_nan,prop_major_language_value
Census Tract 162,New York,New York County,4,8380,2569,385,140,0,600,36,0,4559,54.4,2457,29.3,1364,16.3,1355,72632,36061016200,20980.973747235646,8536884.940579712,91,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,spanish,2569,30.66,183.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,14.0,spanish,183.5,183.5
Census Tract 163,New York,New York County,3,6683,356,43,133,9,23,44,107,5602,83.8,928,13.9,153,2.3,1356,72633,36061016300,20926.388669501808,18398192.840438105,292,74,0.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,spanish,356,5.33,27.38,21.5,292.0,133.0,0.0,0.0,0.0,0.0,0.0,spanish,13.0,french,21.5,27.38
Census Tract 164,New York,New York County,4,7330,2867,226,66,24,458,0,129,3213,43.8,2234,30.5,1883,25.7,1357,72634,36061016400,20980.973747235646,8536884.940579712,233,114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,spanish,2867,39.11,204.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,14.0,spanish,204.79,204.79
Census Tract 165,New York,New York County,3,6732,501,181,321,0,35,0,150,5241,77.9,1050,15.6,441,6.6,1358,72635,36061016500,20926.388669501808,18398192.840438105,209,94,0.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,spanish,501,7.44,38.54,90.5,209.0,321.0,0.0,0.0,0.0,0.0,0.0,spanish,13.0,spanish,38.54,38.54
Census Tract 166,New York,New York County,4,5774,2268,49,90,92,806,0,75,2105,36.5,2427,42.0,1242,21.5,1359,72636,36061016600,20980.973747235646,8536884.940579712,117,172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,spanish,2268,39.28,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,14.0,spanish,162.0,162.0
Census Tract 167,New York,New York County,3,7055,115,201,135,0,32,61,136,6129,86.9,798,11.3,128,1.8,1360,72637,36061016700,20926.388669501808,18398192.840438105,193,53,0.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,french,201,2.85,8.85,100.5,193.0,135.0,0.0,0.0,0.0,0.0,0.0,spanish,13.0,spanish,8.85,100.5
Census Tract 168,New York,New York County,4,4339,1419,115,61,4,88,0,57,2510,57.8,953,22.0,876,20.2,1361,72638,36061016800,20980.973747235646,8536884.940579712,33,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,spanish,1419,32.7,101.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,14.0,spanish,101.36,101.36
Census Tract 169,New York,New York County,3,7482,602,221,320,0,115,0,126,5578,74.6,1478,19.8,426,5.7,1362,72639,36061016900,20926.388669501808,18398192.840438105,445,75,0.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,spanish,602,8.05,46.31,110.5,445.0,320.0,0.0,0.0,0.0,0.0,0.0,spanish,13.0,spanish,46.31,46.31
Census Tract 170,New York,New York County,4,8304,3263,87,28,0,1650,10,0,2917,35.1,2610,31.4,2777,33.4,1363,72640,36061017000,20980.973747235646,8536884.940579712,131,218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,spanish,3263,39.29,233.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,14.0,spanish,233.07,233.07
Census Tract 171,New York,New York County,3,8059,709,59,849,0,77,0,34,5617,69.7,1914,23.7,528,6.6,1364,72641,36061017100,20926.388669501808,18398192.840438105,714,0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,slavic,849,10.53,54.54,29.5,714.0,849.0,0.0,0.0,0.0,0.0,0.0,spanish,13.0,french,29.5,849.0
Census Tract 172,New York,New York County,4,4794,1546,42,84,62,8,0,144,2780,58.0,1464,30.5,550,11.5,1365,72642,36061017200,20980.973747235646,8536884.940579712,44,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,spanish,1546,32.25,110.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,14.0,spanish,110.43,110.43
Census Tract 173,New York,New York County,3,8159,513,36,98,0,255,33,27,6796,83.3,1062,13.0,301,3.7,1366,72643,36061017300,20926.388669501808,18398192.840438105,357,44,0.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,spanish,513,6.29,39.46,18.0,357.0,98.0,0.0,0.0,0.0,0.0,0.0,spanish,13.0,french,18.0,39.46
Census Tract 174.01,New York,New York County,4,4875,1419,97,27,228,139,0,122,2620,53.7,1422,29.2,833,17.1,1367,72644,36061017401,20980.973747235646,8536884.940579712,147,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,spanish,1419,29.11,101.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,14.0,spanish,101.36,101.36
Census Tract 174.02,New York,New York County,4,2350,438,8,43,0,177,28,91,1388,59.1,672,28.6,290,12.3,1368,72645,36061017402,20980.973747235646,8536884.940579712,166,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,spanish,438,18.64,31.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,14.0,spanish,31.29,31.29
Census Tract 175,New York,New York County,3,9832,1541,445,22,30,84,0,340,7139,72.6,2009,20.4,684,7.0,1369,72646,36061017500,20926.388669501808,18398192.840438105,165,66,0.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,spanish,1541,15.67,118.54,222.5,165.0,22.0,0.0,0.0,0.0,0.0,0.0,spanish,13.0,slavic,22.0,118.54
Census Tract 177,New York,New York County,3,8608,1620,244,38,0,175,0,137,6237,72.5,1626,18.9,745,8.7,1370,72647,36061017700,20926.388669501808,18398192.840438105,128,29,0.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,spanish,1620,18.82,124.62,122.0,128.0,38.0,0.0,0.0,0.0,0.0,0.0,spanish,13.0,slavic,38.0,124.62
Census Tract 178,New York,New York County,4,3839,1305,103,23,5,1,0,47,2053,53.5,1178,30.7,608,15.8,1371,72648,36061017800,20980.973747235646,8536884.940579712,73,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,spanish,1305,33.99,93.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,14.0,spanish,93.21,93.21
Census Tract 179,New York,New York County,3,8518,1656,306,0,0,355,0,141,5810,68.2,1854,21.8,854,10.0,1372,72649,36061017900,20926.388669501808,18398192.840438105,230,20,0.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,spanish,1656,19.44,127.38,153.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,13.0,spanish,127.38,127.38
Census Tract 180,New York,New York County,4,6291,2749,34,57,0,354,0,63,2864,45.5,2055,32.7,1372,21.8,1373,72650,36061018000,20980.973747235646,8536884.940579712,87,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,spanish,2749,43.7,196.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,14.0,spanish,196.36,196.36
Census Tract 181,New York,New York County,3,8032,578,366,251,0,54,0,333,6296,78.4,1541,19.2,195,2.4,1374,72651,36061018100,20926.388669501808,18398192.840438105,154,0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,spanish,578,7.2,44.46,183.0,154.0,251.0,0.0,0.0,0.0,0.0,0.0,spanish,13.0,spanish,44.46,44.46
Census Tract 182,New York,New York County,4,6831,2238,311,19,60,158,20,0,3895,57.0,1826,26.7,1110,16.2,1375,72652,36061018200,20980.973747235646,8536884.940579712,74,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,spanish,2238,32.76,159.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,14.0,spanish,159.86,159.86
Census Tract 183,New York,New York County,3,8197,1054,130,80,50,184,50,175,5931,72.4,1791,21.8,475,5.8,1376,72653,36061018300,20926.388669501808,18398192.840438105,428,115,0.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,spanish,1054,12.86,81.08,65.0,428.0,80.0,0.0,0.0,0.0,0.0,0.0,spanish,13.0,french,65.0,81.08
Census Tract 184,New York,New York County,4,7270,2481,160,0,0,0,0,14,4030,55.4,1989,27.4,1251,17.2,1377,72654,36061018400,20980.973747235646,8536884.940579712,503,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,spanish,2481,34.13,177.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,14.0,spanish,177.21,177.21
Census Tract 185,New York,New York County,3,4693,366,218,40,24,350,228,59,3053,65.1,1427,30.4,213,4.5,1378,72655,36061018500,20926.388669501808,18398192.840438105,169,186,0.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,spanish,366,7.8,28.15,109.0,169.0,40.0,0.0,0.0,0.0,0.0,0.0,spanish,13.0,spanish,28.15,28.15
Census Tract 186,New York,New York County,4,5420,1488,771,9,0,0,16,290,2829,52.2,1860,34.3,731,13.5,1379,72656,36061018600,20980.973747235646,8536884.940579712,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,spanish,1488,27.45,106.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,14.0,spanish,106.29,106.29
Census Tract 187,New York,New York County,3,9763,1978,55,468,22,297,63,152,6369,65.2,2474,25.3,920,9.4,1380,72657,36061018700,20926.388669501808,18398192.840438105,155,204,0.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,spanish,1978,20.26,152.15,27.5,155.0,468.0,0.0,0.0,0.0,0.0,0.0,spanish,13.0,french,27.5,152.15
Census Tract 188,New York,New York County,4,4925,1769,13,100,15,334,0,774,1832,37.2,1789,36.3,1304,26.5,1381,72658,36061018800,20980.973747235646,8536884.940579712,57,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,spanish,1769,35.92,126.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,14.0,spanish,126.36,126.36
Census Tract 189,New York,New York County,3,10022,3181,772,23,0,873,0,45,4906,49.0,3752,37.4,1364,13.6,1382,72659,36061018900,20926.388669501808,18398192.840438105,181,41,0.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,spanish,3181,31.74,244.69,386.0,181.0,23.0,0.0,0.0,0.0,0.0,0.0,spanish,13.0,slavic,23.0,244.69
Census Tract 190,New York,New York County,4,3676,510,260,0,68,71,22,114,2347,63.8,935,25.4,394,10.7,1383,72660,36061019000,20980.973747235646,8536884.940579712,157,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,spanish,510,13.87,36.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,14.0,spanish,36.43,36.43
Census Tract 191,New York,New York County,3,8347,577,412,60,67,415,41,33,6344,76.0,1279,15.3,724,8.7,1384,72661,36061019100,20926.388669501808,18398192.840438105,373,25,0.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,spanish,577,6.91,44.38,206.0,373.0,60.0,0.0,0.0,0.0,0.0,0.0,spanish,13.0,spanish,44.38,44.38
Census Tract 192,New York,New York County,4,4009,1454,0,56,0,0,0,24,2475,61.7,910,22.7,624,15.6,1385,72662,36061019200,20980.973747235646,8536884.940579712,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,spanish,1454,36.27,103.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,14.0,spanish,103.86,103.86
Census Tract 193,New York,New York County,3,9358,3100,163,213,3,502,95,98,4954,52.9,2834,30.3,1570,16.8,1386,72663,36061019300,20926.388669501808,18398192.840438105,179,51,0.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,spanish,3100,33.13,238.46,81.5,179.0,213.0,0.0,0.0,0.0,0.0,0.0,spanish,13.0,french,81.5,238.46
Census Tract 194,New York,New York County,4,5954,2476,148,0,14,57,0,0,3058,51.4,1843,31.0,1053,17.7,1387,72664,36061019400,20980.973747235646,8536884.940579712,164,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,spanish,2476,41.59,176.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,14.0,spanish,176.86,176.86
Census Tract 195,New York,New York County,3,7325,1010,71,43,71,286,53,626,4627,63.2,1817,24.8,881,12.0,1388,72665,36061019500,20926.388669501808,18398192.840438105,520,18,0.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,spanish,1010,13.79,77.69,35.5,520.0,43.0,0.0,0.0,0.0,0.0,0.0,spanish,13.0,french,35.5,77.69
Census Tract 196,New York,New York County,4,3857,1845,27,27,44,115,38,35,1501,38.9,1336,34.6,1020,26.4,1389,72666,36061019600,20980.973747235646,8536884.940579712,225,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,spanish,1845,47.84,131.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,14.0,spanish,131.79,131.79
Census Tract 197.01,New York,New York County,3,947,154,18,42,4,127,30,0,499,52.7,344,36.3,104,11.0,1390,72667,36061019701,20926.388669501808,18398192.840438105,45,28,0.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,spanish,154,16.26,11.85,9.0,45.0,42.0,0.0,0.0,0.0,0.0,0.0,spanish,13.0,french,9.0,11.85
Census Tract 197.02,New York,New York County,3,2483,472,77,9,113,23,5,98,1569,63.2,823,33.1,91,3.7,1391,72668,36061019702,20926.388669501808,18398192.840438105,98,19,0.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,spanish,472,19.01,36.31,38.5,98.0,9.0,0.0,0.0,0.0,0.0,0.0,spanish,13.0,slavic,9.0,36.31
Census Tract 198,New York,New York County,3,2391,276,64,0,16,23,0,0,1856,77.6,331,13.8,204,8.5,1392,72669,36061019800,20926.388669501808,18398192.840438105,140,16,0.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,spanish,276,11.54,21.23,32.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,13.0,spanish,21.23,21.23
Census Tract 199,New York,New York County,3,8858,884,449,57,80,529,109,414,5308,59.9,2700,30.5,850,9.6,1393,72670,36061019900,20926.388669501808,18398192.840438105,890,138,0.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,indo_european,890,10.05,68.0,224.5,890.0,57.0,0.0,0.0,0.0,0.0,0.0,spanish,13.0,slavic,57.0,890.0
Census Tract 200,New York,New York County,3,2840,186,9,9,23,0,21,38,2435,85.7,283,10.0,122,4.3,1394,72671,36061020000,20926.388669501808,18398192.840438105,40,79,0.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,spanish,186,6.55,14.31,4.5,40.0,9.0,0.0,0.0,0.0,0.0,0.0,spanish,13.0,french,4.5,14.31
Census Tract 201.01,New York,New York County,3,1959,84,25,11,0,182,0,112,1320,67.4,433,22.1,206,10.5,1395,72672,36061020101,20926.388669501808,18398192.840438105,207,18,0.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,indo_european,207,10.57,6.46,12.5,207.0,11.0,0.0,0.0,0.0,0.0,0.0,spanish,13.0,spanish,6.46,207.0
Census Tract 201.02,New York,New York County,3,3910,350,278,0,0,8,0,116,2858,73.1,880,22.5,172,4.4,1396,72673,36061020102,20926.388669501808,18398192.840438105,237,63,0.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,spanish,350,8.95,26.92,139.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,13.0,spanish,26.92,26.92
Census Tract 203,New York,New York County,3,3836,314,0,91,0,634,36,208,2153,56.1,952,24.8,731,19.1,1397,72674,36061020300,20926.388669501808,18398192.840438105,224,176,0.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,chinese,634,16.53,24.15,0.0,224.0,91.0,0.0,0.0,0.0,0.0,0.0,spanish,13.0,spanish,24.15,0.0
Census Tract 205,New York,New York County,3,5475,346,130,139,105,396,13,367,3408,62.2,1373,25.1,694,12.7,1398,72675,36061020500,20926.388669501808,18398192.840438105,418,153,0.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,indo_european,418,7.63,26.62,65.0,418.0,139.0,0.0,0.0,0.0,0.0,0.0,spanish,13.0,spanish,26.62,418.0
Census Tract 206,New York,New York County,5,3370,455,103,321,0,0,0,38,2110,62.6,940,27.9,320,9.5,1399,72676,36061020600,17954.07152262753,8528958.185101677,334,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,spanish,455,13.5,113.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,4.0,spanish,113.75,113.75
Census Tract 207.01,New York,New York County,3,2758,387,31,26,7,371,85,135,1318,47.8,1136,41.2,304,11.0,1400,72677,36061020701,20926.388669501808,18398192.840438105,297,101,0.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,spanish,387,14.03,29.77,15.5,297.0,26.0,0.0,0.0,0.0,0.0,0.0,spanish,13.0,french,15.5,29.77
Census Tract 208,New York,New York County,5,5327,371,945,46,240,24,0,345,2939,55.2,1687,31.7,701,13.2,1401,72678,36061020800,17954.07152262753,8528958.185101677,380,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,french,945,17.74,92.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,4.0,spanish,92.75,0.0
Census Tract 209.01,New York,New York County,5,3043,1090,89,0,0,45,0,0,1707,56.1,873,28.7,463,15.2,1402,72679,36061020901,17954.07152262753,8528958.185101677,112,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,spanish,1090,35.82,272.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,4.0,spanish,272.5,272.5
Census Tract 210,New York,New York County,5,6158,1216,22,0,0,58,0,290,4429,71.9,1248,20.3,481,7.8,1403,72680,36061021000,17954.07152262753,8528958.185101677,118,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,spanish,1216,19.75,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,4.0,spanish,304.0,304.0
Census Tract 211,New York,New York County,3,9920,1990,162,62,58,766,102,69,5897,59.4,3371,34.0,652,6.6,1404,72681,36061021100,20926.388669501808,18398192.840438105,609,205,0.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,spanish,1990,20.06,153.08,81.0,609.0,62.0,0.0,0.0,0.0,0.0,0.0,spanish,13.0,slavic,62.0,153.08
Census Tract 212,New York,New York County,5,4724,606,163,8,153,82,0,95,3551,75.2,688,14.6,485,10.3,1405,72682,36061021200,17954.07152262753,8528958.185101677,14,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,spanish,606,12.83,151.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,4.0,spanish,151.5,151.5
Census Tract 213.03,New York,New York County,6,5856,1623,306,0,383,58,51,453,2818,48.1,1947,33.2,1091,18.6,1406,72683,36061021303,27767.210839101193,15658604.546966864,135,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,1623,27.72,28.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,28.98,28.98
Census Tract 214,New York,New York County,5,2851,160,11,0,0,11,12,15,2588,90.8,244,8.6,19,0.7,1407,72684,36061021400,17954.07152262753,8528958.185101677,0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,spanish,160,5.61,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,4.0,spanish,40.0,40.0
Census Tract 215,New York,New York County,5,3750,559,204,0,21,72,18,123,2698,71.9,629,16.8,423,11.3,1408,72685,36061021500,17954.07152262753,8528958.185101677,22,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,spanish,559,14.91,139.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,4.0,spanish,139.75,139.75
Census Tract 216,New York,New York County,3,8661,888,509,164,0,81,21,710,5984,69.1,2219,25.6,458,5.3,1409,72686,36061021600,20926.388669501808,18398192.840438105,252,52,0.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,spanish,888,10.25,68.31,254.5,252.0,164.0,0.0,0.0,0.0,0.0,0.0,spanish,13.0,spanish,68.31,68.31
Census Tract 217.03,New York,New York County,6,211,15,15,11,0,11,0,0,144,68.2,56,26.5,11,5.2,1410,72687,36061021703,27767.210839101193,15658604.546966864,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,15,7.11,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,0.27,0.27
Census Tract 218,New York,New York County,3,5775,806,277,0,0,89,22,224,4264,73.8,1193,20.7,318,5.5,1411,72688,36061021800,20926.388669501808,18398192.840438105,74,19,0.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,spanish,806,13.96,62.0,138.5,74.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,13.0,spanish,62.0,62.0
Census Tract 219,New York,New York County,5,5087,2276,119,8,0,10,0,25,2592,51.0,1463,28.8,1032,20.3,1412,72689,36061021900,17954.07152262753,8528958.185101677,57,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,spanish,2276,44.74,569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,4.0,spanish,569.0,569.0
Census Tract 220,New York,New York County,3,5890,1047,457,0,106,0,15,210,4016,68.2,1294,22.0,580,9.8,1413,72690,36061022000,20926.388669501808,18398192.840438105,39,0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,spanish,1047,17.78,80.54,228.5,39.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,13.0,indo_european,39.0,80.54
Census Tract 221.02,New York,New York County,6,2219,380,24,24,0,50,0,119,1476,66.5,592,26.7,151,6.8,1414,72691,36061022102,27767.210839101193,15658604.546966864,104,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,380,17.12,6.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,6.79,6.79
Census Tract 222,New York,New York County,5,3288,358,350,34,11,61,0,12,2354,71.6,793,24.1,141,4.3,1415,72692,36061022200,17954.07152262753,8528958.185101677,94,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,spanish,358,10.89,89.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,4.0,spanish,89.5,89.5
Census Tract 223.01,New York,New York County,6,6810,3186,129,121,0,41,0,401,2709,39.8,2260,33.2,1841,27.0,1416,72693,36061022301,27767.210839101193,15658604.546966864,59,164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,3186,46.78,56.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,56.89,56.89
Census Tract 223.02,New York,New York County,6,2855,1530,16,0,0,69,0,0,1157,40.5,847,29.7,851,29.8,1417,72694,36061022302,27767.210839101193,15658604.546966864,81,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,1530,53.59,27.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,27.32,27.32
Census Tract 224,New York,New York County,5,6322,1115,605,0,0,5,5,146,4397,69.6,1389,22.0,536,8.5,1418,72695,36061022400,17954.07152262753,8528958.185101677,0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,spanish,1115,17.64,278.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,4.0,spanish,278.75,278.75
Census Tract 225,New York,New York County,6,10208,5365,217,125,54,32,0,22,4016,39.3,3045,29.8,3147,30.8,1419,72696,36061022500,27767.210839101193,15658604.546966864,308,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,5365,52.56,95.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,95.8,95.8
Census Tract 226,New York,New York County,5,4770,1033,300,30,12,41,3,161,3026,63.4,1239,26.0,505,10.6,1420,72697,36061022600,17954.07152262753,8528958.185101677,130,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,spanish,1033,21.66,258.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,4.0,spanish,258.25,258.25
Census Tract 227,New York,New York County,6,5655,1411,389,0,6,31,18,119,3256,57.6,1480,26.2,919,16.3,1421,72698,36061022700,27767.210839101193,15658604.546966864,26,399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,1411,24.95,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,25.2,25.2
Census Tract 228,New York,New York County,5,6338,665,88,36,89,138,49,317,4754,75.0,992,15.7,592,9.3,1422,72699,36061022800,17954.07152262753,8528958.185101677,202,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,spanish,665,10.49,166.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,4.0,spanish,166.25,166.25
Census Tract 229,New York,New York County,6,8111,4340,588,95,0,127,47,0,2862,35.3,3372,41.6,1877,23.1,1423,72700,36061022900,27767.210839101193,15658604.546966864,39,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,4340,53.51,77.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,77.5,77.5
Census Tract 230,New York,New York County,5,8782,1568,566,0,109,340,79,637,5428,61.8,1835,20.9,1519,17.3,1424,72701,36061023000,17954.07152262753,8528958.185101677,55,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,spanish,1568,17.85,392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,4.0,spanish,392.0,392.0
Census Tract 231,New York,New York County,6,6558,2529,99,12,0,20,0,67,3734,56.9,1411,21.5,1413,21.5,1425,72702,36061023100,27767.210839101193,15658604.546966864,16,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,2529,38.56,45.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,45.16,45.16
