Name,State,County,School_district,Total,pop_spanish,pop_french,pop_slavic,pop_arabic,pop_chinese,pop_korean,pop_unspecified,Eng_only,Eng_only_per,Dual_language,Dual_language_per,Eng_limited_ability,Eng_limited_ability_per,object_id,TARGET_FID,Geographic_Identifier___FIPS_Code,Shape_Length,Shape_Area,pop_indo_european,pop_asian,sch_arabic,sch_chinese,sch_french,sch_indo_european,sch_korean,sch_other,sch_slavic,sch_spanish,sch_asian,sch_unspecified,largest_language,largest_value,largest_per,prop_spanish,prop_french,prop_indo_european,prop_slavic,prop_arabic,prop_chinese,prop_korean,prop_asian,prop_unspecified,most_school,most_value,prop_lower_language_nan,prop_lower_value_nan,prop_major_language_value
Census Tract 232,New York,New York County,5,8443,2835,349,14,0,137,0,585,4422,52.4,2570,30.4,1451,17.2,1426,72703,36061023200,17954.07152262753,8528958.185101677,70,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,spanish,2835,33.58,708.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,4.0,spanish,708.75,708.75
Census Tract 233,New York,New York County,6,6867,2719,298,0,28,0,0,34,3553,51.7,1264,18.4,2050,29.9,1427,72704,36061023300,27767.210839101193,15658604.546966864,141,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,2719,39.6,48.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,48.55,48.55
Census Tract 234,New York,New York County,5,4922,1062,302,14,0,0,0,30,3417,69.4,643,13.1,862,17.5,1428,72705,36061023400,17954.07152262753,8528958.185101677,32,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,spanish,1062,21.58,265.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,4.0,spanish,265.5,265.5
Census Tract 235.01,New York,New York County,6,6776,2096,107,88,0,23,0,136,4054,59.8,1642,24.2,1080,15.9,1429,72706,36061023501,27767.210839101193,15658604.546966864,211,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,2096,30.93,37.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,37.43,37.43
Census Tract 235.02,New York,New York County,6,1799,131,127,0,28,25,0,74,1403,78.0,142,7.9,254,14.1,1430,72707,36061023502,27767.210839101193,15658604.546966864,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,131,7.28,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,2.34,2.34
Census Tract 236,New York,New York County,5,9276,2527,53,35,0,0,0,13,6621,71.4,1225,13.2,1430,15.4,1431,72708,36061023600,17954.07152262753,8528958.185101677,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,spanish,2527,27.24,631.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,4.0,spanish,631.75,631.75
Census Tract 237,New York,New York County,6,6278,2704,159,17,326,0,15,36,2965,47.2,1785,28.4,1528,24.3,1432,72709,36061023700,27767.210839101193,15658604.546966864,16,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,2704,43.07,48.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,48.29,48.29
Census Tract 238.02,New York,New York County,2,4648,347,74,607,172,624,35,106,1765,38.0,1807,38.9,1076,23.1,1433,72710,36061023802,83546.46501162912,45284752.09926653,586,332,0.0,5.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,chinese,624,13.43,57.83,0.0,0.0,0.0,0.0,124.8,0.0,0.0,0.0,spanish,6.0,spanish,57.83,124.8
Census Tract 238.03,New York,New York County,2,3361,272,128,148,0,167,204,281,1621,48.2,1073,31.9,667,19.8,1434,72711,36061023803,83546.46501162912,45284752.09926653,490,50,0.0,5.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,indo_european,490,14.58,45.33,0.0,0.0,0.0,0.0,33.4,0.0,0.0,0.0,spanish,6.0,chinese,33.4,0.0
Census Tract 238.04,New York,New York County,2,3022,159,142,220,16,279,83,14,1393,46.1,1022,33.8,607,20.1,1435,72712,36061023804,83546.46501162912,45284752.09926653,276,440,0.0,5.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,asian,440,14.56,26.5,0.0,0.0,0.0,0.0,55.8,0.0,0.0,0.0,spanish,6.0,spanish,26.5,0.0
Census Tract 239,New York,New York County,6,2883,1225,154,46,0,0,0,0,1376,47.7,763,26.5,744,25.8,1436,72713,36061023900,27767.210839101193,15658604.546966864,32,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,1225,42.49,21.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,21.88,21.88
Census Tract 240,New York,New York County,4,2361,527,37,21,29,14,0,16,1704,72.2,306,13.0,351,14.9,1437,72714,36061024000,20980.973747235646,8536884.940579712,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,spanish,527,22.32,37.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,14.0,spanish,37.64,37.64
Census Tract 241,New York,New York County,6,7741,3940,139,0,0,89,11,0,3019,39.0,2283,29.5,2439,31.5,1438,72715,36061024100,27767.210839101193,15658604.546966864,469,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,3940,50.9,70.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,70.36,70.36
Census Tract 242,New York,New York County,4,5147,1866,251,162,0,62,0,107,2699,52.4,1700,33.0,748,14.5,1439,72716,36061024200,20980.973747235646,8536884.940579712,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,spanish,1866,36.25,133.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,14.0,spanish,133.29,133.29
Census Tract 243.01,New York,New York County,6,4510,2101,7,44,0,8,0,0,2187,48.5,1301,28.8,1022,22.7,1440,72717,36061024301,27767.210839101193,15658604.546966864,118,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,2101,46.59,37.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,37.52,37.52
Census Tract 243.02,New York,New York County,6,6733,2199,67,0,0,111,0,0,4356,64.7,1306,19.4,1071,15.9,1441,72718,36061024302,27767.210839101193,15658604.546966864,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,2199,32.66,39.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,39.27,39.27
Census Tract 245,New York,New York County,6,13574,7708,99,54,0,54,0,0,4891,36.0,4805,35.4,3878,28.6,1442,72719,36061024500,27767.210839101193,15658604.546966864,499,269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,7708,56.79,137.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,137.64,137.64
Census Tract 247,New York,New York County,6,6082,3422,146,25,0,13,0,0,2333,38.4,1962,32.3,1787,29.4,1443,72720,36061024700,27767.210839101193,15658604.546966864,143,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,3422,56.26,61.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,61.11,61.11
Census Tract 249,New York,New York County,6,1041,521,0,0,0,12,0,0,482,46.3,286,27.5,273,26.2,1444,72721,36061024900,27767.210839101193,15658604.546966864,5,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,521,50.05,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,9.3,9.3
Census Tract 251,New York,New York County,6,2545,1689,45,0,6,21,0,60,629,24.7,984,38.7,932,36.6,1445,72722,36061025100,27767.210839101193,15658604.546966864,58,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,1689,66.37,30.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,30.16,30.16
Census Tract 253,New York,New York County,6,9828,6218,0,36,25,207,16,36,3049,31.0,3584,36.5,3195,32.5,1446,72723,36061025300,27767.210839101193,15658604.546966864,162,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,6218,63.27,111.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,111.04,111.04
Census Tract 255,New York,New York County,6,5334,2404,105,120,7,598,52,46,1740,32.6,2316,43.4,1278,24.0,1447,72724,36061025500,27767.210839101193,15658604.546966864,224,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,2404,45.07,42.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,42.93,42.93
Census Tract 257,New York,New York County,3,4332,370,358,0,16,0,0,1,3379,78.0,756,17.5,197,4.5,1448,72725,36061025700,20926.388669501808,18398192.840438105,189,19,0.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,spanish,370,8.54,28.46,179.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,13.0,spanish,28.46,28.46
Census Tract 259,New York,New York County,6,4448,1446,266,22,53,31,16,130,2333,52.5,1159,26.1,956,21.5,1449,72726,36061025900,27767.210839101193,15658604.546966864,72,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,1446,32.51,25.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,25.82,25.82
Census Tract 261,New York,New York County,6,10898,8574,66,0,24,0,0,0,2155,19.8,4033,37.0,4710,43.2,1450,72727,36061026100,27767.210839101193,15658604.546966864,49,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,8574,78.67,153.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,153.11,153.11
Census Tract 263,New York,New York County,6,7513,5640,16,0,189,13,0,0,1568,20.9,3189,42.4,2756,36.7,1451,72728,36061026300,27767.210839101193,15658604.546966864,25,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,5640,75.07,100.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,100.71,100.71
Census Tract 265,New York,New York County,6,7536,3843,199,139,81,31,16,102,2655,35.2,2467,32.7,2414,32.0,1452,72729,36061026500,27767.210839101193,15658604.546966864,290,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,3843,51.0,68.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,68.62,68.62
Census Tract 267,New York,New York County,6,1940,696,17,35,0,61,6,19,963,49.6,582,30.0,395,20.4,1453,72730,36061026700,27767.210839101193,15658604.546966864,118,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,696,35.88,12.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,12.43,12.43
Census Tract 269,New York,New York County,6,7427,5555,0,0,0,0,0,106,1585,21.3,2550,34.3,3292,44.3,1454,72731,36061026900,27767.210839101193,15658604.546966864,164,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,5555,74.79,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,99.2,99.2
Census Tract 271,New York,New York County,6,7069,3620,71,90,52,151,71,14,2799,39.6,2502,35.4,1768,25.0,1455,72732,36061027100,27767.210839101193,15658604.546966864,130,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,3620,51.21,64.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,64.64,64.64
Census Tract 273,New York,New York County,6,7085,990,21,599,0,10,11,100,5123,72.3,1545,21.8,417,5.9,1456,72733,36061027300,27767.210839101193,15658604.546966864,152,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,990,13.97,17.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,17.68,17.68
Census Tract 275,New York,New York County,6,2985,185,58,118,0,22,0,14,2385,79.9,483,16.2,117,3.9,1457,72734,36061027500,27767.210839101193,15658604.546966864,159,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,185,6.2,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,3.3,3.3
Census Tract 277,New York,New York County,6,6487,4601,13,79,0,10,0,31,1683,25.9,2452,37.8,2352,36.3,1458,72735,36061027700,27767.210839101193,15658604.546966864,62,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,4601,70.93,82.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,82.16,82.16
Census Tract 279,New York,New York County,6,9599,6105,52,418,39,69,0,43,2544,26.5,3635,37.9,3420,35.6,1459,72736,36061027900,27767.210839101193,15658604.546966864,282,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,6105,63.6,109.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,109.02,109.02
Census Tract 281,New York,New York County,6,3028,279,29,110,0,52,0,164,2290,75.6,606,20.0,132,4.4,1460,72737,36061028100,27767.210839101193,15658604.546966864,68,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,279,9.21,4.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,4.98,4.98
Census Tract 283,New York,New York County,6,7843,5125,0,536,0,0,5,46,1914,24.4,2431,31.0,3498,44.6,1461,72738,36061028300,27767.210839101193,15658604.546966864,139,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,5125,65.34,91.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,91.52,91.52
Census Tract 285,New York,New York County,6,7422,5905,0,33,0,0,0,0,1465,19.7,2615,35.2,3342,45.0,1462,72739,36061028500,27767.210839101193,15658604.546966864,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,5905,79.56,105.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,105.45,105.45
Census Tract 287,New York,New York County,6,3719,1601,132,102,0,10,0,80,1690,45.4,1022,27.5,1007,27.1,1463,72740,36061028700,27767.210839101193,15658604.546966864,104,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,1601,43.05,28.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,28.59,28.59
Census Tract 291,New York,New York County,6,10276,7493,0,0,0,50,0,0,2534,24.7,3711,36.1,4031,39.2,1464,72741,36061029100,27767.210839101193,15658604.546966864,181,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,7493,72.92,133.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,133.8,133.8
Census Tract 293,New York,New York County,6,7940,7016,0,0,0,0,0,30,754,9.5,3543,44.6,3643,45.9,1465,72742,36061029300,27767.210839101193,15658604.546966864,91,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,7016,88.36,125.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,125.29,125.29
Census Tract 295,New York,New York County,6,7129,3327,22,92,73,117,100,60,3094,43.4,2386,33.5,1649,23.1,1466,72743,36061029500,27767.210839101193,15658604.546966864,128,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,3327,46.67,59.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,59.41,59.41
Census Tract 297,New York,New York County,6,14,3,0,0,0,0,0,0,11,78.6,3,21.4,0,0.0,1467,72744,36061029700,27767.210839101193,15658604.546966864,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,3,21.43,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,0.05,0.05
Census Tract 299,New York,New York County,6,3297,2169,88,0,0,0,0,35,1005,30.5,1012,30.7,1280,38.8,1468,72745,36061029900,27767.210839101193,15658604.546966864,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,2169,65.79,38.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,38.73,38.73
Census Tract 303,New York,New York County,6,3666,1606,57,0,0,94,33,26,1678,45.8,980,26.7,1008,27.5,1469,72746,36061030300,27767.210839101193,15658604.546966864,137,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,1606,43.81,28.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,28.68,28.68
Census Tract 307,New York,New York County,6,3816,722,38,34,0,0,0,55,2851,74.7,876,23.0,89,2.3,1470,72747,36061030700,27767.210839101193,15658604.546966864,89,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,722,18.92,12.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,spanish,12.89,12.89
Census Tract 309,New York,New York County,10,9567,5332,17,0,0,0,0,0,4113,43.0,3210,33.6,2244,23.5,1471,72748,36061030900,38311.21111972649,45962092.429171726,105,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,spanish,5332,55.73,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,43.0,spanish,124.0,124.0
Census Tract 311,New York,New York County,6,0,0,0,0,0,0,0,0,0,,0,,0,,1472,72749,36061031100,27767.210839101193,15658604.546966864,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,spanish,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,56.0,,,0.0
Census Tract 317.03,New York,New York County,2,5619,70,114,125,0,241,238,50,4270,76.0,796,14.2,553,9.8,1473,72750,36061031703,83546.46501162912,45284752.09926653,416,95,0.0,5.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,indo_european,416,7.4,11.67,0.0,0.0,0.0,0.0,48.2,0.0,0.0,0.0,spanish,6.0,spanish,11.67,0.0
Census Tract 317.04,New York,New York County,2,9598,751,117,433,0,1010,561,0,5521,57.5,3849,40.1,228,2.4,1474,72751,36061031704,83546.46501162912,45284752.09926653,1064,141,0.0,5.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,indo_european,1064,11.09,125.17,0.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,spanish,6.0,spanish,125.17,0.0
Census Tract 319,New York,New York County,2,0,0,0,0,0,0,0,0,0,,0,,0,,1475,72752,36061031900,83546.46501162912,45284752.09926653,0,0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,spanish,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,6.0,,,0.0
Census Tract 1.01,New York,Queens County,30,4324,410,102,95,0,412,421,0,2556,59.1,1397,32.3,371,8.6,1476,73270,36081000101,61407.89850760665,51570339.18584464,279,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,korean,421,9.74,12.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,12.81,0.0
Census Tract 1.02,New York,Queens County,30,5404,273,63,142,0,396,197,220,3115,57.6,1480,27.4,809,15.0,1477,73271,36081000102,61407.89850760665,51570339.18584464,578,420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,indo_european,578,10.7,8.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,8.53,0.0
Census Tract 1.03,New York,Queens County,30,31,0,0,0,0,0,14,0,17,54.8,14,45.2,0,0.0,1478,73272,36081000103,61407.89850760665,51570339.18584464,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,korean,14,45.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,,,0.0
Census Tract 1.04,New York,Queens County,30,303,103,0,0,0,0,0,0,200,66.0,47,15.5,56,18.5,1479,73273,36081000104,61407.89850760665,51570339.18584464,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,103,33.99,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,3.22,3.22
Census Tract 2,New York,Queens County,19,2344,975,0,10,24,263,0,18,800,34.1,835,35.6,709,30.2,1480,73274,36081000200,69924.87693957174,32304345.54870856,216,38,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,spanish,975,41.6,69.64,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,14.0,spanish,69.64,69.64
Census Tract 4,New York,Queens County,19,4178,2326,56,0,0,541,0,0,734,17.6,1656,39.6,1788,42.8,1481,73275,36081000400,69924.87693957174,32304345.54870856,310,211,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,spanish,2326,55.67,166.14,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,14.0,indo_european,155.0,166.14
Census Tract 6,New York,Queens County,19,3587,1784,0,0,52,469,0,0,1082,30.2,1075,30.0,1430,39.9,1482,73276,36081000600,69924.87693957174,32304345.54870856,162,38,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,spanish,1784,49.74,127.43,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,14.0,indo_european,81.0,127.43
Census Tract 7.01,New York,Queens County,30,3272,446,114,74,0,338,73,0,1648,50.4,1329,40.6,295,9.0,1483,73277,36081000701,61407.89850760665,51570339.18584464,508,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,indo_european,508,15.53,13.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,13.94,0.0
Census Tract 7.02,New York,Queens County,30,3539,365,155,82,0,293,20,0,2145,60.6,1003,28.3,391,11.0,1484,73278,36081000702,61407.89850760665,51570339.18584464,329,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,spanish,365,10.31,11.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,11.41,11.41
Census Tract 8,New York,Queens County,27,3409,1357,0,29,0,432,0,0,1399,41.0,844,24.8,1166,34.2,1485,73279,36081000800,229855.793157187,127692964.4395286,155,37,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,spanish,1357,39.81,135.7,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,10.0,spanish,135.7,135.7
Census Tract 10,New York,Queens County,27,4628,2666,0,101,0,113,0,0,1073,23.2,2057,44.4,1498,32.4,1486,73280,36081001000,229855.793157187,127692964.4395286,491,184,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,spanish,2666,57.61,266.6,0.0,491.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,10.0,spanish,266.6,266.6
Census Tract 12,New York,Queens County,27,4396,2357,0,71,15,441,0,0,988,22.5,1842,41.9,1566,35.6,1487,73281,36081001200,229855.793157187,127692964.4395286,321,203,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,spanish,2357,53.62,235.7,0.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,10.0,spanish,235.7,235.7
Census Tract 14,New York,Queens County,27,3878,1414,0,85,286,478,0,56,1089,28.1,1281,33.0,1508,38.9,1488,73282,36081001400,229855.793157187,127692964.4395286,435,35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,spanish,1414,36.46,141.4,0.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,10.0,spanish,141.4,141.4
Census Tract 16,New York,Queens County,27,2440,1164,0,0,0,429,0,0,620,25.4,556,22.8,1264,51.8,1489,73283,36081001600,229855.793157187,127692964.4395286,171,56,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,spanish,1164,47.7,116.4,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,10.0,spanish,116.4,116.4
Census Tract 18,New York,Queens County,27,2694,1291,6,0,0,83,0,0,1123,41.7,753,28.0,818,30.4,1490,73284,36081001800,229855.793157187,127692964.4395286,108,83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,spanish,1291,47.92,129.1,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,10.0,indo_european,108.0,129.1
Census Tract 19.01,New York,Queens County,30,1774,146,22,21,0,183,76,0,1113,62.7,469,26.4,192,10.8,1491,73285,36081001901,61407.89850760665,51570339.18584464,27,186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,asian,186,10.48,4.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,4.56,0.0
Census Tract 19.02,New York,Queens County,30,5949,335,95,62,0,1097,393,19,2876,48.3,2521,42.4,552,9.3,1492,73286,36081001902,61407.89850760665,51570339.18584464,677,395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,chinese,1097,18.44,10.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,10.47,0.0
Census Tract 19.03,New York,Queens County,30,1340,13,0,8,39,370,78,0,809,60.4,369,27.5,162,12.1,1493,73287,36081001903,61407.89850760665,51570339.18584464,16,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,chinese,370,27.61,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,32.0,spanish,0.41,0.0
Census Tract 20,New York,Queens County,27,1526,645,0,0,0,81,0,0,572,37.5,647,42.4,307,20.1,1494,73288,36081002000,229855.793157187,127692964.4395286,143,85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,spanish,645,42.27,64.5,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,10.0,spanish,64.5,64.5
Census Tract 22,New York,Queens County,27,2202,1185,0,39,20,36,0,8,755,34.3,835,37.9,612,27.8,1495,73289,36081002200,229855.793157187,127692964.4395286,127,32,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,spanish,1185,53.81,118.5,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,10.0,spanish,118.5,118.5
Census Tract 24,New York,Queens County,27,1992,1139,0,28,15,6,0,5,490,24.6,967,48.5,535,26.9,1496,73290,36081002400,229855.793157187,127692964.4395286,246,63,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,spanish,1139,57.18,113.9,0.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,10.0,spanish,113.9,113.9
